timestamp,open,high,low,close,volume
2024-12-10 02:35:44.681849000,2500.0,2976.43,2023.57,2500.0,2011755
2024-12-10 03:35:45.515375279,2500.0,3084.01,1692.2,2208.0,1560611
2024-12-10 04:35:46.348901558,2208.0,2691.23,1536.03,1966.38,987230
2024-12-10 05:35:47.182427837,1966.38,2493.15,1246.78,1703.0,1827538
2024-12-10 06:35:48.015954116,1703.0,2094.37,1160.91,1507.31,1247558
2024-12-10 07:35:48.849480396,1507.31,1854.26,1026.82,1333.84,3063272
2024-12-10 08:35:49.683006675,1333.84,1615.45,941.15,1193.03,821323
2024-12-10 09:35:50.516532954,1193.03,1404.29,894.85,1087.4,1374965
2024-12-10 10:35:51.350059233,1087.4,1336.66,742.09,962.78,2876079
2024-12-10 11:35:52.183585513,962.78,1153.41,695.7,867.46,1144106
2024-12-10 12:35:53.017111792,867.46,1050.89,611.71,775.75,2349424
2024-12-10 13:35:53.850638071,775.75,926.03,564.88,700.61,2235026
2024-12-10 14:35:54.684164350,700.61,821.57,529.62,640.13,2654619
2024-12-10 15:35:55.517690630,640.13,788.98,434.17,565.71,965029
2024-12-10 16:35:56.351216909,565.71,699.02,381.45,499.05,1488524
2024-12-10 17:35:57.184743188,499.05,604.96,351.42,446.09,2083556
2024-12-10 18:35:58.018269467,446.09,520.86,340.21,408.71,1174194
2024-12-10 19:35:58.851795746,408.71,478.84,309.54,373.65,2723379
2024-12-10 20:35:59.685322026,373.65,423.51,302.18,348.72,1983823
2024-12-10 21:36:00.518848305,348.72,428.96,237.59,308.6,828399
2024-12-10 22:36:01.352374584,308.6,359.13,236.94,283.33,2548627
2024-12-10 23:36:02.185900863,283.33,341.15,202.51,254.42,802720
2024-12-11 00:36:03.019427143,254.42,307.46,180.4,227.91,2154372
2024-12-11 01:36:03.852953422,227.91,265.7,174.35,209.01,1530530
2024-12-11 02:36:04.686479701,209.01,253.03,147.62,187.0,2930921
2024-12-11 03:36:05.520005980,187.0,217.19,144.16,171.91,842742
2024-12-11 04:36:06.353532260,171.91,213.36,114.73,151.18,1877284
2024-12-11 05:36:07.187058539,151.18,174.42,118.1,139.56,1029060
2024-12-11 06:36:08.020584818,139.56,173.93,92.23,122.37,2244058
2024-12-11 07:36:08.854111097,122.37,151.21,82.51,107.95,2564249
2024-12-11 08:36:09.687637376,107.95,125.09,84.13,100.0,2171455
2024-12-11 09:36:10.521163656,100.0,126.61,73.39,100.0,2676020
2024-12-11 10:36:11.354689935,100.0,116.2,83.8,100.0,2020715
2024-12-11 11:36:12.188216214,100.0,110.83,89.17,100.0,1827051
2024-12-11 12:36:13.021742493,100.0,122.63,77.37,100.0,2313612
2024-12-11 13:36:13.855268773,100.0,117.26,82.74,100.0,1004094
2024-12-11 14:36:14.688795052,100.0,117.08,82.92,100.0,2697278
2024-12-11 15:36:15.522321331,100.0,118.18,81.82,100.0,2065870
2024-12-11 16:36:16.355847610,100.0,119.07,80.93,100.0,1004172
2024-12-11 17:36:17.189373890,100.0,116.12,83.88,100.0,1796977
2024-12-11 18:36:18.022900169,100.0,123.56,76.44,100.0,2853013
2024-12-11 19:36:18.856426448,100.0,121.84,78.16,100.0,851337
2024-12-11 20:36:19.689952727,100.0,117.45,82.55,100.0,1211573
2024-12-11 21:36:20.523479006,100.0,109.19,90.81,100.0,2385032
2024-12-11 22:36:21.357005286,100.0,119.54,80.46,100.0,2694718
2024-12-11 23:36:22.190531565,100.0,123.09,76.91,100.0,1956528
2024-12-12 00:36:23.024057844,100.0,120.55,79.45,100.0,2332604
2024-12-12 01:36:23.857584123,100.0,119.02,80.98,100.0,1605926
2024-12-12 02:36:24.691110403,100.0,123.91,76.09,100.0,2338753
2024-12-12 03:36:25.524636682,100.0,120.44,79.56,100.0,1994238
2024-12-12 04:36:26.358162961,100.0,117.52,82.48,100.0,2392392
