timestamp,open,high,low,close,volume
2025-05-09 02:35:44.605058000,2500.0,3092.74,1907.26,2500.0,1155084
2025-05-09 03:35:49.612012102,2500.0,2980.97,1824.81,2259.51,2761982
2025-05-09 04:35:54.618966205,2259.51,2587.59,1791.22,2095.48,861541
2025-05-09 05:35:59.625920308,2095.48,2510.45,1514.11,1887.99,1579908
2025-05-09 06:36:04.632874411,1887.99,2317.75,1292.26,1673.11,2661586
2025-05-09 07:36:09.639828514,1673.11,2053.86,1145.31,1482.73,1022669
2025-05-09 08:36:14.646782617,1482.73,1838.52,991.73,1304.84,808623
2025-05-09 09:36:19.653736720,1304.84,1613.12,878.83,1150.7,2465250
2025-05-09 10:36:24.660690823,1150.7,1376.23,834.5,1037.93,2091631
2025-05-09 11:36:29.667644926,1037.93,1145.17,882.62,984.31,1005920
2025-05-09 12:36:34.674599029,984.31,1159.4,737.25,896.77,775483
2025-05-09 13:36:39.681553132,896.77,1023.42,715.73,833.44,2107341
2025-05-09 14:36:44.688507235,833.44,1066.71,516.18,716.81,3139615
2025-05-09 15:36:49.695461337,716.81,856.17,521.32,647.13,2799823
2025-05-09 16:36:54.702415440,647.13,734.52,521.95,603.43,767244
2025-05-09 17:36:59.709369543,603.43,713.0,449.03,548.65,1245717
2025-05-09 18:37:04.716323646,548.65,652.75,402.38,496.6,1714432
2025-05-09 19:37:09.723277749,496.6,601.59,350.21,444.1,1813775
2025-05-09 20:37:14.730231852,444.1,519.67,337.18,406.32,823962
2025-05-09 21:37:19.737185955,406.32,502.55,273.37,358.2,2434693
2025-05-09 22:37:24.744140058,358.2,455.39,225.6,309.61,1947398
2025-05-09 23:37:29.751094161,309.61,372.72,221.38,278.06,2084767
2025-05-10 00:37:34.758048264,278.06,337.87,194.77,248.15,769203
2025-05-10 01:37:39.765002367,248.15,298.42,177.84,223.02,1190982
2025-05-10 02:37:44.771956470,223.02,280.58,144.11,194.24,928253
2025-05-10 03:37:49.778910573,194.24,224.3,151.47,179.21,1321024
2025-05-10 04:37:54.785864675,179.21,211.45,133.75,163.09,2500968
2025-05-10 05:37:59.792818778,163.09,187.09,128.86,151.09,1052807
2025-05-10 06:38:04.799772881,151.09,177.03,114.41,138.12,1533945
2025-05-10 07:38:09.806726984,138.12,156.86,111.28,128.75,818628
2025-05-10 08:38:14.813681087,128.75,145.4,104.85,120.42,1383130
2025-05-10 09:38:19.820635190,120.42,141.34,90.85,109.96,1952463
2025-05-10 10:38:24.827589293,109.96,122.61,91.72,103.64,2558823
2025-05-10 11:38:29.834543396,103.64,114.21,89.8,100.0,689804
2025-05-10 12:38:34.841497499,100.0,122.85,77.15,100.0,2624142
2025-05-10 13:38:39.848451602,100.0,115.7,84.3,100.0,1745586
2025-05-10 14:38:44.855405705,100.0,121.8,78.2,100.0,3004389
2025-05-10 15:38:49.862359808,100.0,112.79,87.21,100.0,1417738
2025-05-10 16:38:54.869313911,100.0,112.81,87.19,100.0,1129552
