timestamp,open,high,low,close,volume
2025-06-06 02:35:44.411044000,45000.0,56305.95,33694.05,45000.0,1181351
2025-06-06 02:36:44.431884569,45000.0,54553.69,31683.61,40223.16,2373395
2025-06-06 02:37:44.452725139,40223.16,48845.16,28214.24,35912.16,1709088
2025-06-06 02:38:44.473565708,35912.16,41499.65,27965.59,33118.41,2147430
2025-06-06 02:39:44.494406278,33118.41,40804.75,22480.84,29275.24,2557915
2025-06-06 02:40:44.515246848,29275.24,34172.18,22339.39,26826.77,859616
2025-06-06 02:41:44.536087417,26826.77,30742.52,21238.93,24868.9,1786825
2025-06-06 02:42:44.556927987,24868.9,29795.84,17966.54,22405.43,1746211
2025-06-06 02:43:44.577768557,22405.43,27447.1,15410.16,19884.59,1247548
2025-06-06 02:44:44.598609126,19884.59,24397.7,13627.08,17628.04,2970354
2025-06-06 02:45:44.619449696,17628.04,21911.9,11722.76,15486.1,1463178
2025-06-06 02:46:44.640290266,15486.1,19033.76,10570.97,13712.27,1380800
2025-06-06 02:47:44.661130835,13712.27,16441.45,9890.1,12347.68,2327915
2025-06-06 02:48:44.681971405,12347.68,14978.74,8681.4,11032.15,2776242
2025-06-06 02:49:44.702811974,11032.15,13155.15,8051.92,9970.65,1201143
2025-06-06 02:50:44.723652544,9970.65,12557.23,6426.29,8677.36,3090203
2025-06-06 02:51:44.744493114,8677.36,10373.41,6299.03,7829.33,1874571
2025-06-06 02:52:44.765333683,7829.33,9192.54,5903.2,7147.73,1868756
2025-06-06 02:53:44.786174253,7147.73,8906.63,4725.8,6268.28,1788854
2025-06-06 02:54:44.807014823,6268.28,7604.71,4406.1,5600.06,1258553
2025-06-06 02:55:44.827855392,5600.06,6674.79,4091.1,5062.7,745423
2025-06-06 02:56:44.848695962,5062.7,5913.75,3857.66,4637.17,1734902
2025-06-06 02:57:44.869536532,4637.17,5836.23,2993.61,4037.65,2531385
2025-06-06 02:58:44.890377101,4037.65,5022.35,2680.67,3545.3,1806152
2025-06-06 02:59:44.911217671,3545.3,3896.91,3035.31,3369.49,1015640
2025-06-06 03:00:44.932058241,3369.49,4052.09,2414.73,3028.19,2655257
2025-06-06 03:01:44.952898810,3028.19,3620.17,2198.08,2732.2,1830343
2025-06-06 03:02:44.973739380,2732.2,3230.94,2029.62,2482.83,2011244
2025-06-06 03:03:44.994579949,2482.83,2986.64,1778.23,2230.92,2647148
2025-06-06 03:04:45.015420519,2230.92,2629.81,1668.25,2031.48,1265062
2025-06-06 03:05:45.036261089,2031.48,2363.58,1560.48,1865.43,1089477
2025-06-06 03:06:45.057101658,1865.43,2230.72,1353.26,1682.78,1395884
2025-06-06 03:07:45.077942228,1682.78,2023.84,1205.75,1512.25,874348
2025-06-06 03:08:45.098782798,1512.25,1786.42,1125.85,1375.17,1679294
2025-06-06 03:09:45.119623367,1375.17,1646.44,995.01,1239.53,2257523
2025-06-06 03:10:45.140463937,1239.53,1536.59,829.54,1091.0,2944525
2025-06-06 03:11:45.161304507,1091.0,1247.76,867.12,1012.62,2503870
