timestamp,open,high,low,close,volume
2024-06-08 02:35:44.520504000,45000.0,55436.28,34563.72,45000.0,1542493
2024-06-09 02:39:41.883141362,45000.0,56443.56,29289.72,39278.22,979676
2024-06-10 02:43:39.245778725,39278.22,43155.6,33653.53,37339.53,1413191
2024-06-11 02:47:36.608416087,37339.53,44632.46,27112.34,33693.07,2687143
2024-06-12 02:51:33.971053450,33693.07,39730.89,25177.33,30674.16,2649137
2024-06-13 02:55:31.333690813,30674.16,37276.98,21480.57,27372.75,812720
2024-06-14 02:59:28.696328175,27372.75,31917.89,20932.39,25100.18,934586
2024-06-15 03:03:26.058965538,25100.18,29867.82,18401.51,22716.36,946824
2024-06-16 03:07:23.421602901,22716.36,26369.81,17529.97,20889.63,1365386
2024-06-17 03:11:20.784240263,20889.63,23695.58,16869.16,19486.66,1868237
2024-06-18 03:15:18.146877626,19486.66,22638.27,15014.1,17910.85,1058709
2024-06-19 03:19:15.509514989,17910.85,22018.78,12220.04,15856.89,2634384
2024-06-20 03:23:12.872152351,15856.89,18979.48,11480.46,14295.59,2277817
2024-06-21 03:27:10.234789714,14295.59,17286.67,10121.88,12800.05,1320930
2024-06-22 03:31:07.597427077,12800.05,15141.85,9501.57,11629.15,1908589
2024-06-23 03:35:04.960064439,11629.15,13724.91,8674.35,10581.27,2848233
2024-06-24 03:39:02.322701802,10581.27,12890.88,7368.92,9426.46,1951517
2024-06-25 03:42:59.685339165,9426.46,11673.93,6323.18,8302.73,1971088
2024-06-26 03:46:57.047976527,8302.73,9707.35,6314.62,7600.42,1987973
2024-06-27 03:50:54.410613890,7600.42,9173.92,5403.06,6813.67,2207230
2024-06-28 03:54:51.773251252,6813.67,7585.3,5699.92,6427.86,680465
2024-06-29 03:58:49.135888615,6427.86,8020.56,4236.13,5631.51,2404079
2024-06-30 04:02:46.498525978,5631.51,6771.73,4036.61,5061.4,2156625
2024-07-01 04:06:43.861163340,5061.4,6166.64,3524.21,4508.78,2107194
2024-07-02 04:10:41.223800703,4508.78,4903.67,3933.74,4311.33,937942
2024-07-03 04:14:38.586438066,4311.33,5294.85,2948.23,3819.57,2736942
2024-07-04 04:18:35.949075428,3819.57,4540.93,2805.65,3458.89,1034989
2024-07-05 04:22:33.311712791,3458.89,4192.88,2435.79,3091.9,2915257
2024-07-06 04:26:30.674350154,3091.9,3684.43,2259.88,2795.63,2904547
2024-07-07 04:30:28.036987516,2795.63,3269.86,2124.52,2558.52,2755123
2024-07-08 04:34:25.399624879,2558.52,3035.94,1886.94,2319.81,2400444
2024-07-09 04:38:22.762262242,2319.81,2688.92,1795.51,2135.26,2222685
2024-07-10 04:42:20.124899604,2135.26,2503.91,1614.11,1950.93,1493914
2024-07-11 04:46:17.487536967,1950.93,2295.61,1464.36,1778.59,1351049
2024-07-12 04:50:14.850174330,1778.59,2029.24,1420.28,1653.27,1722033
2024-07-13 04:54:12.212811692,1653.27,2039.57,1118.94,1460.11,1769736
2024-07-14 04:58:09.575449055,1460.11,1763.32,1036.78,1308.51,899992
2024-07-15 05:02:06.938086417,1308.51,1558.35,957.59,1183.59,1992568
2024-07-16 05:06:04.300723780,1183.59,1407.44,868.99,1071.66,2142182
2024-07-17 05:10:01.663361143,1071.66,1247.05,822.93,983.97,1366525
2024-07-18 05:13:59.025998505,983.97,1092.3,827.43,929.8,2465789
2024-07-19 05:17:56.388635868,929.8,1111.03,675.62,839.19,2614976
2024-07-20 05:21:53.751273231,839.19,938.18,696.54,789.69,1066063
2024-07-21 05:25:51.113910593,789.69,913.18,614.1,727.94,2177192
2024-07-22 05:29:48.476547956,727.94,875.76,521.22,654.03,1245478
2024-07-23 05:33:45.839185319,654.03,720.4,557.84,620.85,1337750
2024-07-24 05:37:43.201822681,620.85,722.77,476.34,569.89,1203716
2024-07-25 05:41:40.564460044,569.89,662.16,438.95,523.75,1380774
2024-07-26 05:45:37.927097407,523.75,601.88,412.39,484.69,1990025
2024-07-27 05:49:35.289734769,484.69,569.09,365.44,442.49,2170453
2024-07-28 05:53:32.652372132,442.49,468.9,403.66,429.28,2044527
