timestamp,open,high,low,close,volume
2025-05-09 02:35:44.503272000,45000.0,56253.41,33746.59,45000.0,1623032
2025-05-09 03:35:49.510226102,45000.0,54135.7,32223.8,40432.15,1915580
2025-05-09 04:35:54.517180205,40432.15,48820.04,28720.37,36238.21,1160630
2025-05-09 05:35:59.524134308,36238.21,41990.12,28066.83,33362.25,2580504
2025-05-09 06:36:04.531088411,33362.25,38326.97,26284.57,30879.89,1043817
2025-05-09 07:36:09.538042514,30879.89,36797.84,22570.04,27920.92,860907
2025-05-09 08:36:14.544996617,27920.92,33508.31,20098.9,25127.22,2093901
2025-05-09 09:36:19.551950720,25127.22,31663.11,16173.42,21859.28,2087612
2025-05-09 10:36:24.558904823,21859.28,27072.18,14661.51,19252.83,2685796
2025-05-09 11:36:29.565858926,19252.83,22630.9,14482.08,17563.8,1548544
2025-05-09 12:36:34.572813029,17563.8,20785.9,13026.19,15952.75,2567730
2025-05-09 13:36:39.579767132,15952.75,18911.63,11788.82,14473.3,2893270
2025-05-09 14:36:44.586721235,14473.3,17803.25,9861.45,12808.33,2295433
2025-05-09 15:36:49.593675337,12808.33,14145.81,10871.93,12139.59,1986264
2025-05-09 16:36:54.600629440,12139.59,13785.84,9781.84,11316.46,1977600
2025-05-09 17:36:59.607583543,11316.46,13635.36,8075.7,10157.01,889063
2025-05-09 18:37:04.614537646,10157.01,11755.28,7885.36,9357.88,2084713
2025-05-09 19:37:09.621491749,9357.88,10946.86,7109.32,8563.39,2494322
2025-05-09 20:37:14.628445852,8563.39,10286.6,6151.95,7701.78,2642365
2025-05-09 21:37:19.635399955,7701.78,8977.72,5893.56,7063.81,890594
2025-05-09 22:37:24.642354058,7063.81,8379.08,5213.35,6406.18,1631560
2025-05-09 23:37:29.649308161,6406.18,7580.98,4751.7,5818.78,1164024
2025-05-10 00:37:34.656262264,5818.78,6615.46,4678.3,5420.44,1415974
2025-05-10 01:37:39.663216367,5420.44,6638.37,3730.37,4811.47,2760361
2025-05-10 02:37:44.670170470,4811.47,5559.99,3746.92,4437.21,1889477
2025-05-10 03:37:49.677124573,4437.21,5368.31,3138.25,3971.66,2929714
2025-05-10 04:37:54.684078675,3971.66,4651.7,3009.83,3631.64,2105806
2025-05-10 05:37:59.691032778,3631.64,4605.38,2301.58,3144.77,2562439
2025-05-10 06:38:04.697986881,3144.77,3974.96,2009.06,2729.68,3305376
2025-05-10 07:38:09.704940984,2729.68,2999.94,2337.67,2594.55,1671805
2025-05-10 08:38:14.711895087,2594.55,2932.93,2109.04,2425.36,1016203
2025-05-10 09:38:19.718849190,2425.36,2695.45,2035.26,2290.31,1949793
2025-05-10 10:38:24.725803293,2290.31,2684.24,1733.3,2093.35,2036191
2025-05-10 11:38:29.732757396,2093.35,2414.79,1635.87,1932.63,1875009
2025-05-10 12:38:34.739711499,1932.63,2361.23,1337.25,1718.33,779090
2025-05-10 13:38:39.746665602,1718.33,2069.86,1226.99,1542.56,2072152
2025-05-10 14:38:44.753619705,1542.56,1888.69,1062.2,1369.5,2092535
2025-05-10 15:38:49.760573808,1369.5,1633.06,999.52,1237.72,1727268
2025-05-10 16:38:54.767527911,1237.72,1422.97,973.71,1145.09,2546918
2025-05-10 17:38:59.774482013,1145.09,1344.49,863.35,1045.39,1756846
2025-05-10 18:39:04.781436116,1045.39,1225.94,790.16,955.12,1095027
