timestamp,open,high,low,close,volume
2025-06-06 02:35:44.526169000,2500.0,2918.16,2081.84,2500.0,1912419
2025-06-06 02:36:44.547009569,2500.0,3078.74,1698.88,2210.63,2248613
2025-06-06 02:37:44.567850139,2210.63,2702.11,1528.05,1964.89,2657390
2025-06-06 02:38:44.588690708,1964.89,2490.41,1246.89,1702.13,3204290
2025-06-06 02:39:44.609531278,1702.13,1903.51,1411.97,1601.44,2380231
2025-06-06 02:40:44.630371848,1601.44,1907.79,1171.21,1448.26,1631918
2025-06-06 02:41:44.651212417,1448.26,1670.05,1132.56,1337.37,1490051
2025-06-06 02:42:44.672052987,1337.37,1649.92,905.06,1181.09,1218294
2025-06-06 02:43:44.692893557,1181.09,1509.34,734.33,1016.97,1888985
2025-06-06 02:44:44.713734126,1016.97,1199.49,759.57,925.71,1822495
2025-06-06 02:45:44.734574696,925.71,1093.83,688.8,841.65,1565400
2025-06-06 02:46:44.755415266,841.65,1016.69,597.29,754.13,933832
2025-06-06 02:47:44.776255835,754.13,909.06,537.65,676.67,1574696
2025-06-06 02:48:44.797096405,676.67,768.02,545.81,630.99,2436998
2025-06-06 02:49:44.817936974,630.99,773.73,433.02,559.62,2278629
2025-06-06 02:50:44.838777544,559.62,666.61,409.36,506.13,1879291
2025-06-06 02:51:44.859618114,506.13,576.37,405.64,471.0,1027484
2025-06-06 02:52:44.880458683,471.0,572.53,329.66,420.24,2744623
2025-06-06 02:53:44.901299253,420.24,493.6,316.61,383.56,1036175
2025-06-06 02:54:44.922139823,383.56,473.47,259.23,338.61,1325680
2025-06-06 02:55:44.942980392,338.61,395.62,257.89,310.1,2497274
2025-06-06 02:56:44.963820962,310.1,377.1,216.84,276.6,2529799
2025-06-06 02:57:44.984661532,276.6,330.7,200.74,249.55,1187247
2025-06-06 02:58:45.005502101,249.55,278.06,208.41,235.29,905066
2025-06-06 02:59:45.026342671,235.29,269.03,187.1,218.42,1797774
2025-06-06 03:00:45.047183241,218.42,256.79,164.24,199.24,721227
2025-06-06 03:01:45.068023810,199.24,231.24,153.82,183.24,2278746
2025-06-06 03:02:45.088864380,183.24,227.65,122.01,161.04,1566842
2025-06-06 03:03:45.109704949,161.04,193.73,115.32,144.69,1992931
2025-06-06 03:04:45.130545519,144.69,169.46,109.65,132.31,1225975
2025-06-06 03:05:45.151386089,132.31,160.11,93.53,118.41,1510939
2025-06-06 03:06:45.172226658,118.41,137.92,90.74,108.65,872863
2025-06-06 03:07:45.193067228,108.65,127.01,83.1,100.0,2442412
2025-06-06 03:08:45.213907798,100.0,121.16,78.84,100.0,2513592
2025-06-06 03:09:45.234748367,100.0,117.22,82.78,100.0,1784742
2025-06-06 03:10:45.255588937,100.0,120.24,79.76,100.0,2867795
2025-06-06 03:11:45.276429507,100.0,115.13,84.87,100.0,2569004
2025-06-06 03:12:45.297270076,100.0,120.4,79.6,100.0,2475652
2025-06-06 03:13:45.318110646,100.0,111.64,88.36,100.0,2003362
2025-06-06 03:14:45.338951216,100.0,119.24,80.76,100.0,2694606
2025-06-06 03:15:45.359791785,100.0,111.98,88.02,100.0,1226679
2025-06-06 03:16:45.380632355,100.0,124.35,75.65,100.0,1351619
2025-06-06 03:17:45.401472924,100.0,120.67,79.33,100.0,2231237
2025-06-06 03:18:45.422313494,100.0,114.28,85.72,100.0,1360170
2025-06-06 03:19:45.443154064,100.0,115.54,84.46,100.0,1792781
2025-06-06 03:20:45.463994633,100.0,126.66,73.34,100.0,1035637
2025-06-06 03:21:45.484835203,100.0,125.7,74.3,100.0,3002421
2025-06-06 03:22:45.505675773,100.0,115.38,84.62,100.0,1440607
2025-06-06 03:23:45.526516342,100.0,120.24,79.76,100.0,1657715
2025-06-06 03:24:45.547356912,100.0,113.17,86.83,100.0,1095586
2025-06-06 03:25:45.568197482,100.0,110.51,89.49,100.0,1789371
2025-06-06 03:26:45.589038051,100.0,117.22,82.78,100.0,1242845
2025-06-06 03:27:45.609878621,100.0,124.33,75.67,100.0,2367161
2025-06-06 03:28:45.630719191,100.0,117.01,82.99,100.0,888102
2025-06-06 03:29:45.651559760,100.0,112.37,87.63,100.0,846707
2025-06-06 03:30:45.672400330,100.0,112.27,87.73,100.0,664219
2025-06-06 03:31:45.693240899,100.0,120.07,79.93,100.0,1285920
2025-06-06 03:32:45.714081469,100.0,111.72,88.28,100.0,2400653
2025-06-06 03:33:45.734922039,100.0,120.96,79.04,100.0,2357400
2025-06-06 03:34:45.755762608,100.0,120.75,79.25,100.0,3032207
2025-06-06 03:35:45.776603178,100.0,119.22,80.78,100.0,1103348
2025-06-06 03:36:45.797443748,100.0,125.31,74.69,100.0,877747
2025-06-06 03:37:45.818284317,100.0,123.07,76.93,100.0,2231858
2025-06-06 03:38:45.839124887,100.0,125.57,74.43,100.0,3037847
2025-06-06 03:39:45.859965457,100.0,119.1,80.9,100.0,2685456
2025-06-06 03:40:45.880806026,100.0,114.37,85.63,100.0,1944450
2025-06-06 03:41:45.901646596,100.0,121.76,78.24,100.0,1747781
2025-06-06 03:42:45.922487166,100.0,123.65,76.35,100.0,1222747
2025-06-06 03:43:45.943327735,100.0,114.38,85.62,100.0,2212991
2025-06-06 03:44:45.964168305,100.0,124.44,75.56,100.0,1111080
2025-06-06 03:45:45.985008874,100.0,118.83,81.17,100.0,1918129
2025-06-06 03:46:46.005849444,100.0,114.73,85.27,100.0,2084951
2025-06-06 03:47:46.026690014,100.0,119.49,80.51,100.0,2271380
2025-06-06 03:48:46.047530583,100.0,120.85,79.15,100.0,927216
2025-06-06 03:49:46.068371153,100.0,120.72,79.28,100.0,1532353
2025-06-06 03:50:46.089211723,100.0,122.34,77.66,100.0,1894480
2025-06-06 03:51:46.110052292,100.0,121.78,78.22,100.0,2599358
2025-06-06 03:52:46.130892862,100.0,116.95,83.05,100.0,2520599
2025-06-06 03:53:46.151733432,100.0,119.96,80.04,100.0,1251517
2025-06-06 03:54:46.172574001,100.0,116.46,83.54,100.0,2231579
2025-06-06 03:55:46.193414571,100.0,118.81,81.19,100.0,2870534
2025-06-06 03:56:46.214255141,100.0,126.29,73.71,100.0,986589
2025-06-06 03:57:46.235095710,100.0,116.4,83.6,100.0,1798518
2025-06-06 03:58:46.255936280,100.0,117.38,82.62,100.0,1167510
2025-06-06 03:59:46.276776849,100.0,114.31,85.69,100.0,885804
2025-06-06 04:00:46.297617419,100.0,113.5,86.5,100.0,2490571
2025-06-06 04:01:46.318457989,100.0,119.92,80.08,100.0,1993199
2025-06-06 04:02:46.339298558,100.0,120.45,79.55,100.0,1325542
2025-06-06 04:03:46.360139128,100.0,123.3,76.7,100.0,1676969
2025-06-06 04:04:46.380979698,100.0,116.82,83.18,100.0,2801961
2025-06-06 04:05:46.401820267,100.0,114.62,85.38,100.0,940645
2025-06-06 04:06:46.422660837,100.0,118.51,81.49,100.0,1723977
2025-06-06 04:07:46.443501407,100.0,118.06,81.94,100.0,2427902
2025-06-06 04:08:46.464341976,100.0,119.32,80.68,100.0,2715854
2025-06-06 04:09:46.485182546,100.0,110.87,89.13,100.0,1414512
2025-06-06 04:10:46.506023116,100.0,115.0,85.0,100.0,1914495
2025-06-06 04:11:46.526863685,100.0,118.16,81.84,100.0,1473757
2025-06-06 04:12:46.547704255,100.0,115.96,84.04,100.0,1877892
2025-06-06 04:13:46.568544824,100.0,111.49,88.51,100.0,1052652
2025-06-06 04:14:46.589385394,100.0,109.36,90.64,100.0,844213
2025-06-06 04:15:46.610225964,100.0,118.15,81.85,100.0,2386466
2025-06-06 04:16:46.631066533,100.0,116.27,83.73,100.0,1458844
2025-06-06 04:17:46.651907103,100.0,113.25,86.75,100.0,1832319
2025-06-06 04:18:46.672747673,100.0,122.1,77.9,100.0,864250
2025-06-06 04:19:46.693588242,100.0,121.19,78.81,100.0,2297983
2025-06-06 04:20:46.714428812,100.0,114.67,85.33,100.0,1641166
2025-06-06 04:21:46.735269382,100.0,114.18,85.82,100.0,2692999
2025-06-06 04:22:46.756109951,100.0,117.8,82.2,100.0,1942895
